ProteinA,ProteinB
NONHSAT121387,Q00839
NONHSAT121387,P49913
NONHSAT121387,Q15465
NONHSAT121387,P48431
NONHSAT121387,O43184
NONHSAT121387,Q7RTS3
NONHSAT121387,P78509
NONHSAT121615,O15042
NONHSAT121615,O60306
NONHSAT121615,O60341
NONHSAT121615,O95707
NONHSAT121615,P01189
NONHSAT121615,P01344
NONHSAT121615,P04150
NONHSAT121615,P04637
NONHSAT121615,P05455
NONHSAT121615,P07910
NONHSAT121615,P09132
NONHSAT121615,P14210
NONHSAT121615,P14859
NONHSAT121615,P23246
NONHSAT121615,P35453
NONHSAT121615,P55899
NONHSAT121615,P61011
NONHSAT121615,P62140
NONHSAT121615,P78345
NONHSAT121615,P84243
NONHSAT121615,Q01844
NONHSAT121615,Q13285
NONHSAT121615,Q13952
NONHSAT121615,Q15233
NONHSAT121615,Q15287
NONHSAT121615,Q15910
NONHSAT121615,Q4G0J3
NONHSAT121615,Q8IUX4
NONHSAT121615,Q8IYB3
NONHSAT121615,Q8WXF1
NONHSAT121615,Q92994
NONHSAT121615,Q96BK5
NONHSAT121615,Q96PU8
NONHSAT121615,Q99575
NONHSAT121615,Q9H633
NONHSAT121615,Q9HCE1
NONHSAT121615,Q9HCJ0
NONHSAT121615,Q9UKL0
NONHSAT121615,Q9UPQ9
NONHSAT121615,P56178
NONHSAT121615,P08151
NONHSAT121615,Q9H9S0
NONHSAT121615,Q99988
NONHSAT121615,P25490
NONHSAT121615,P49711
NONHSAT121615,P31260
NONHSAT121615,Q00839
NONHSAT121615,P49913
NONHSAT121615,Q15465
NONHSAT121615,P48431
NONHSAT121615,O43184
NONHSAT121615,Q7RTS3
NONHSAT121615,P78509
NONHSAT121616,O15042
NONHSAT121616,O60306
NONHSAT121616,O60341
NONHSAT121616,O95707
NONHSAT121616,P01189
NONHSAT121616,P01344
NONHSAT121616,P04150
NONHSAT121616,P04637
NONHSAT121616,P05455
NONHSAT121616,P07910
NONHSAT121616,P09132
NONHSAT121616,P14210
NONHSAT121616,P14859
NONHSAT121616,P23246
NONHSAT121616,P35453
NONHSAT121616,P55899
NONHSAT121616,P61011
NONHSAT121616,P62140
NONHSAT121616,P78345
NONHSAT121616,P84243
NONHSAT121616,Q01844
NONHSAT121616,Q13285
NONHSAT121616,Q13952
NONHSAT121616,Q15233
NONHSAT121616,Q15287
NONHSAT121616,Q15910
NONHSAT121616,Q4G0J3
NONHSAT121616,Q8IUX4
NONHSAT121616,Q8IYB3
NONHSAT121616,Q8WXF1
NONHSAT121616,Q92994
NONHSAT121616,Q96BK5
NONHSAT121616,Q96PU8
NONHSAT121616,Q99575
NONHSAT121616,Q9H633
NONHSAT121616,Q9HCE1
NONHSAT121616,Q9HCJ0
NONHSAT121616,Q9UKL0
NONHSAT121616,Q9UPQ9
NONHSAT121616,P56178
NONHSAT121616,P08151
NONHSAT121616,Q9H9S0
NONHSAT121616,Q99988
NONHSAT121616,P25490
NONHSAT121616,P49711
NONHSAT121616,P31260
NONHSAT121616,Q00839
NONHSAT121616,P49913
NONHSAT121616,Q15465
NONHSAT121616,P48431
NONHSAT121616,O43184
NONHSAT121616,Q7RTS3
NONHSAT121616,P78509
NONHSAT121668,O15042
NONHSAT121668,O60306
NONHSAT121668,O60341
NONHSAT121668,O95707
NONHSAT121668,P01189
NONHSAT121668,P01344
NONHSAT121668,P04150
NONHSAT121668,P04637
NONHSAT121668,P05455
NONHSAT121668,P07910
NONHSAT121668,P09132
NONHSAT121668,P14210
NONHSAT121668,P14859
NONHSAT121668,P23246
NONHSAT121668,P35453
NONHSAT121668,P55899
NONHSAT121668,P61011
NONHSAT121668,P62140
NONHSAT121668,P78345
NONHSAT121668,P84243
NONHSAT121668,Q01844
NONHSAT121668,Q13285
NONHSAT121668,Q13952
NONHSAT121668,Q15233
NONHSAT121668,Q15287
NONHSAT121668,Q15910
NONHSAT121668,Q4G0J3
NONHSAT121668,Q8IUX4
NONHSAT121668,Q8IYB3
NONHSAT121668,Q8WXF1
NONHSAT121668,Q92994
NONHSAT121668,Q96BK5
NONHSAT121668,Q96PU8
NONHSAT121668,Q99575
NONHSAT121668,Q9H633
NONHSAT121668,Q9HCE1
NONHSAT121668,Q9HCJ0
NONHSAT121668,Q9UKL0
NONHSAT121668,Q9UPQ9
NONHSAT121668,P56178
NONHSAT121668,P08151
NONHSAT121668,Q9H9S0
NONHSAT121668,Q99988
NONHSAT121668,P25490
NONHSAT121668,P49711
NONHSAT121668,P31260
NONHSAT121668,Q00839
NONHSAT121668,P49913
NONHSAT121668,Q15465
NONHSAT121668,P48431
NONHSAT121668,O43184
NONHSAT121668,Q7RTS3
NONHSAT121668,P78509
NONHSAT121712,O15042
NONHSAT121712,O60306
NONHSAT121712,O60341
NONHSAT121712,O95707
NONHSAT121712,P01189
NONHSAT121712,P01344
NONHSAT121712,P04150
NONHSAT121712,P04637
NONHSAT121712,P05455
NONHSAT121712,P07910
NONHSAT121712,P09132
NONHSAT121712,P14210
NONHSAT121712,P14859
NONHSAT121712,P23246
NONHSAT121712,P35453
NONHSAT121712,P55899
NONHSAT121712,P61011
NONHSAT121712,P62140
NONHSAT121712,P78345
NONHSAT121712,P84243
NONHSAT121712,Q01844
NONHSAT121712,Q13285
NONHSAT121712,Q13952
NONHSAT121712,Q15233
NONHSAT121712,Q15287
NONHSAT121712,Q15910
NONHSAT121712,Q4G0J3
NONHSAT121712,Q8IUX4
NONHSAT121712,Q8IYB3
NONHSAT121712,Q8WXF1
NONHSAT121712,Q92994
NONHSAT121712,Q96BK5
NONHSAT121712,Q96PU8
NONHSAT121712,Q99575
NONHSAT121712,Q9H633
NONHSAT121712,Q9HCE1
NONHSAT121712,Q9HCJ0
NONHSAT121712,Q9UKL0
NONHSAT121712,Q9UPQ9
NONHSAT121712,P56178
NONHSAT121712,P08151
NONHSAT121712,Q9H9S0
NONHSAT121712,Q99988
NONHSAT121712,P25490
NONHSAT121712,P49711
NONHSAT121712,P31260
NONHSAT121712,Q00839
NONHSAT121712,P49913
NONHSAT121712,Q15465
NONHSAT121712,P48431
NONHSAT121712,O43184
NONHSAT121712,Q7RTS3
NONHSAT121712,P78509
NONHSAT121718,O15042
NONHSAT121718,O60306
NONHSAT121718,O60341
NONHSAT121718,O95707
NONHSAT121718,P01189
NONHSAT121718,P01344
NONHSAT121718,P04150
NONHSAT121718,P04637
NONHSAT121718,P05455
NONHSAT121718,P07910
NONHSAT121718,P09132
NONHSAT121718,P14210
NONHSAT121718,P14859
NONHSAT121718,P23246
NONHSAT121718,P35453
NONHSAT121718,P55899
NONHSAT121718,P61011
NONHSAT121718,P62140
NONHSAT121718,P78345
NONHSAT121718,P84243
NONHSAT121718,Q01844
NONHSAT121718,Q13285
NONHSAT121718,Q13952
NONHSAT121718,Q15233
NONHSAT121718,Q15287
NONHSAT121718,Q15910
NONHSAT121718,Q4G0J3
NONHSAT121718,Q8IUX4
NONHSAT121718,Q8IYB3
NONHSAT121718,Q8WXF1
NONHSAT121718,Q92994
NONHSAT121718,Q96BK5
NONHSAT121718,Q96PU8
NONHSAT121718,Q99575
NONHSAT121718,Q9H633
NONHSAT121718,Q9HCE1
NONHSAT121718,Q9HCJ0
NONHSAT121718,Q9UKL0
NONHSAT121718,Q9UPQ9
NONHSAT121718,P56178
NONHSAT121718,P08151
NONHSAT121718,Q9H9S0
NONHSAT121718,Q99988
NONHSAT121718,P25490
NONHSAT121718,P49711
NONHSAT121718,P31260
NONHSAT121718,Q00839
NONHSAT121718,P49913
NONHSAT121718,Q15465
NONHSAT121718,P48431
NONHSAT121718,O43184
NONHSAT121718,Q7RTS3
NONHSAT121718,P78509
NONHSAT121765,O15042
NONHSAT121765,O60306
NONHSAT121765,O60341
NONHSAT121765,O95707
NONHSAT121765,P01189
NONHSAT121765,P01344
NONHSAT121765,P04150
NONHSAT121765,P04637
NONHSAT121765,P05455
NONHSAT121765,P07910
NONHSAT121765,P09132
NONHSAT121765,P14210
NONHSAT121765,P14859
NONHSAT121765,P23246
NONHSAT121765,P35453
NONHSAT121765,P55899
NONHSAT121765,P61011
NONHSAT121765,P62140
NONHSAT121765,P78345
NONHSAT121765,P84243
NONHSAT121765,Q01844
NONHSAT121765,Q13285
NONHSAT121765,Q13952
NONHSAT121765,Q15233
NONHSAT121765,Q15287
NONHSAT121765,Q15910
NONHSAT121765,Q4G0J3
NONHSAT121765,Q8IUX4
NONHSAT121765,Q8IYB3
NONHSAT121765,Q8WXF1
NONHSAT121765,Q92994
NONHSAT121765,Q96BK5
NONHSAT121765,Q96PU8
NONHSAT121765,Q99575
NONHSAT121765,Q9H633
NONHSAT121765,Q9HCE1
NONHSAT121765,Q9HCJ0
NONHSAT121765,Q9UKL0
NONHSAT121765,Q9UPQ9
NONHSAT121765,P56178
NONHSAT121765,P08151
NONHSAT121765,Q9H9S0
NONHSAT121765,Q99988
NONHSAT121765,P25490
NONHSAT121765,P49711
NONHSAT121765,P31260
NONHSAT121765,Q00839
NONHSAT121765,P49913
NONHSAT121765,Q15465
NONHSAT121765,P48431
NONHSAT121765,O43184
NONHSAT121765,Q7RTS3
NONHSAT121765,P78509
NONHSAT121795,O15042
NONHSAT121795,O60306
NONHSAT121795,O60341
NONHSAT121795,O95707
NONHSAT121795,P01189
NONHSAT121795,P01344
NONHSAT121795,P04150
NONHSAT121795,P04637
NONHSAT121795,P05455
NONHSAT121795,P07910
NONHSAT121795,P09132
NONHSAT121795,P14210
NONHSAT121795,P14859
NONHSAT121795,P23246
NONHSAT121795,P35453
NONHSAT121795,P55899
NONHSAT121795,P61011
NONHSAT121795,P62140
NONHSAT121795,P78345
NONHSAT121795,P84243
NONHSAT121795,Q01844
NONHSAT121795,Q13285
NONHSAT121795,Q13952
NONHSAT121795,Q15233
NONHSAT121795,Q15287
NONHSAT121795,Q15910
NONHSAT121795,Q4G0J3
NONHSAT121795,Q8IUX4
NONHSAT121795,Q8IYB3
NONHSAT121795,Q8WXF1
NONHSAT121795,Q92994
NONHSAT121795,Q96BK5
NONHSAT121795,Q96PU8
NONHSAT121795,Q99575
NONHSAT121795,Q9H633
NONHSAT121795,Q9HCE1
NONHSAT121795,Q9HCJ0
NONHSAT121795,Q9UKL0
NONHSAT121795,Q9UPQ9
NONHSAT121795,P56178
NONHSAT121795,P08151
NONHSAT121795,Q9H9S0
NONHSAT121795,Q99988
NONHSAT121795,P25490
NONHSAT121795,P49711
NONHSAT121795,P31260
NONHSAT121795,Q00839
NONHSAT121795,P49913
NONHSAT121795,Q15465
NONHSAT121795,P48431
NONHSAT121795,O43184
NONHSAT121795,Q7RTS3
NONHSAT121795,P78509
NONHSAT122124,O15042
NONHSAT122124,O60306
NONHSAT122124,O60341
NONHSAT122124,O95707
NONHSAT122124,P01189
NONHSAT122124,P01344
NONHSAT122124,P04150
NONHSAT122124,P04637
NONHSAT122124,P05455
NONHSAT122124,P07910
NONHSAT122124,P09132
NONHSAT122124,P14210
NONHSAT122124,P14859
NONHSAT122124,P23246
NONHSAT122124,P35453
NONHSAT122124,P55899
NONHSAT122124,P61011
NONHSAT122124,P62140
NONHSAT122124,P78345
NONHSAT122124,P84243
NONHSAT122124,Q01844
NONHSAT122124,Q13285
NONHSAT122124,Q13952
NONHSAT122124,Q15233
NONHSAT122124,Q15287
NONHSAT122124,Q15910
NONHSAT122124,Q4G0J3
NONHSAT122124,Q8IUX4
NONHSAT122124,Q8IYB3
NONHSAT122124,Q8WXF1
NONHSAT122124,Q92994
NONHSAT122124,Q96BK5
NONHSAT122124,Q96PU8
NONHSAT122124,Q99575
NONHSAT122124,Q9H633
NONHSAT122124,Q9HCE1
NONHSAT122124,Q9HCJ0
NONHSAT122124,Q9UKL0
NONHSAT122124,Q9UPQ9
NONHSAT122124,P56178
NONHSAT122124,P08151
NONHSAT122124,Q9H9S0
NONHSAT122124,Q99988
NONHSAT122124,P25490
NONHSAT122124,P49711
NONHSAT122124,P31260
NONHSAT122124,Q00839
NONHSAT122124,P49913
NONHSAT122124,Q15465
NONHSAT122124,P48431
NONHSAT122124,O43184
NONHSAT122124,Q7RTS3
NONHSAT122124,P78509
NONHSAT122160,O15042
NONHSAT122160,O60306
NONHSAT122160,O60341
NONHSAT122160,O95707
NONHSAT122160,P01189
NONHSAT122160,P01344
NONHSAT122160,P04150
NONHSAT122160,P04637
NONHSAT122160,P05455
NONHSAT122160,P07910
NONHSAT122160,P09132
NONHSAT122160,P14210
NONHSAT122160,P14859
NONHSAT122160,P23246
NONHSAT122160,P35453
NONHSAT122160,P55899
NONHSAT122160,P61011
NONHSAT122160,P62140
NONHSAT122160,P78345
NONHSAT122160,P84243
NONHSAT122160,Q01844
NONHSAT122160,Q13285
NONHSAT122160,Q13952
NONHSAT122160,Q15233
NONHSAT122160,Q15287
NONHSAT122160,Q15910
NONHSAT122160,Q4G0J3
NONHSAT122160,Q8IUX4
NONHSAT122160,Q8IYB3
NONHSAT122160,Q8WXF1
NONHSAT122160,Q92994
NONHSAT122160,Q96BK5
NONHSAT122160,Q96PU8
NONHSAT122160,Q99575
NONHSAT122160,Q9H633
NONHSAT122160,Q9HCE1
NONHSAT122160,Q9HCJ0
NONHSAT122160,Q9UKL0
NONHSAT122160,Q9UPQ9
NONHSAT122160,P56178
NONHSAT122160,P08151
NONHSAT122160,Q9H9S0
NONHSAT122160,Q99988
NONHSAT122160,P25490
NONHSAT122160,P49711
NONHSAT122160,P31260
NONHSAT122160,Q00839
NONHSAT122160,P49913
NONHSAT122160,Q15465
NONHSAT122160,P48431
NONHSAT122160,O43184
NONHSAT122160,Q7RTS3
NONHSAT122160,P78509
NONHSAT122291,O15042
NONHSAT122291,O60306
NONHSAT122291,O60341
NONHSAT122291,O95707
NONHSAT122291,P01189
NONHSAT122291,P01344
NONHSAT122291,P04150
NONHSAT122291,P04637
NONHSAT122291,P05455
NONHSAT122291,P07910
NONHSAT122291,P09132
NONHSAT122291,P14210
NONHSAT122291,P14859
NONHSAT122291,P23246
NONHSAT122291,P35453
NONHSAT122291,P55899
NONHSAT122291,P61011
NONHSAT122291,P62140
NONHSAT122291,P78345
NONHSAT122291,P84243
NONHSAT122291,Q01844
NONHSAT122291,Q13285
NONHSAT122291,Q13952
NONHSAT122291,Q15233
NONHSAT122291,Q15287
NONHSAT122291,Q15910
NONHSAT122291,Q4G0J3
NONHSAT122291,Q8IUX4
NONHSAT122291,Q8IYB3
NONHSAT122291,Q8WXF1
NONHSAT122291,Q92994
NONHSAT122291,Q96BK5
NONHSAT122291,Q96PU8
NONHSAT122291,Q99575
NONHSAT122291,Q9H633
NONHSAT122291,Q9HCE1
NONHSAT122291,Q9HCJ0
NONHSAT122291,Q9UKL0
NONHSAT122291,Q9UPQ9
NONHSAT122291,P56178
NONHSAT122291,P08151
NONHSAT122291,Q9H9S0
NONHSAT122291,Q99988
NONHSAT122291,P25490
NONHSAT122291,P49711
NONHSAT122291,P31260
NONHSAT122291,Q00839
NONHSAT122291,P49913
NONHSAT122291,Q15465
NONHSAT122291,P48431
NONHSAT122291,O43184
NONHSAT122291,Q7RTS3
NONHSAT122291,P78509
NONHSAT122460,O15042
NONHSAT122460,O60306
NONHSAT122460,O60341
NONHSAT122460,O95707
NONHSAT122460,P01189
NONHSAT122460,P01344
NONHSAT122460,P04150
NONHSAT122460,P04637
NONHSAT122460,P05455
NONHSAT122460,P07910
NONHSAT122460,P09132
NONHSAT122460,P14210
NONHSAT122460,P14859
NONHSAT122460,P23246
NONHSAT122460,P35453
NONHSAT122460,P55899
NONHSAT122460,P61011
NONHSAT122460,P62140
NONHSAT122460,P78345
NONHSAT122460,P84243
NONHSAT122460,Q01844
NONHSAT122460,Q13285
NONHSAT122460,Q13952
NONHSAT122460,Q15233
NONHSAT122460,Q15287
NONHSAT122460,Q15910
NONHSAT122460,Q4G0J3
NONHSAT122460,Q8IUX4
NONHSAT122460,Q8IYB3
NONHSAT122460,Q8WXF1
NONHSAT122460,Q92994
NONHSAT122460,Q96BK5
NONHSAT122460,Q96PU8
NONHSAT122460,Q99575
NONHSAT122460,Q9H633
NONHSAT122460,Q9HCE1
NONHSAT122460,Q9HCJ0
NONHSAT122460,Q9UKL0
NONHSAT122460,Q9UPQ9
NONHSAT122460,P56178
NONHSAT122460,P08151
NONHSAT122460,Q9H9S0
NONHSAT122460,Q99988
NONHSAT122460,P25490
NONHSAT122460,P49711
NONHSAT122460,P31260
NONHSAT122460,Q00839
NONHSAT122460,P49913
NONHSAT122460,Q15465
NONHSAT122460,P48431
NONHSAT122460,O43184
NONHSAT122460,Q7RTS3
NONHSAT122460,P78509
NONHSAT122540,O15042
NONHSAT122540,O60306
NONHSAT122540,O60341
NONHSAT122540,O95707
NONHSAT122540,P01189
NONHSAT122540,P01344
NONHSAT122540,P04150
NONHSAT122540,P04637
NONHSAT122540,P05455
NONHSAT122540,P07910
NONHSAT122540,P09132
NONHSAT122540,P14210
NONHSAT122540,P14859
NONHSAT122540,P23246
NONHSAT122540,P35453
NONHSAT122540,P55899
NONHSAT122540,P61011
NONHSAT122540,P62140
NONHSAT122540,P78345
NONHSAT122540,P84243
NONHSAT122540,Q01844
NONHSAT122540,Q13285
NONHSAT122540,Q13952
NONHSAT122540,Q15233
NONHSAT122540,Q15287
NONHSAT122540,Q15910
NONHSAT122540,Q4G0J3
NONHSAT122540,Q8IUX4
NONHSAT122540,Q8IYB3
NONHSAT122540,Q8WXF1
NONHSAT122540,Q92994
NONHSAT122540,Q96BK5
NONHSAT122540,Q96PU8
NONHSAT122540,Q99575
NONHSAT122540,Q9H633
NONHSAT122540,Q9HCE1
NONHSAT122540,Q9HCJ0
NONHSAT122540,Q9UKL0
NONHSAT122540,Q9UPQ9
NONHSAT122540,P56178
NONHSAT122540,P08151
NONHSAT122540,Q9H9S0
NONHSAT122540,Q99988
NONHSAT122540,P25490
NONHSAT122540,P49711
NONHSAT122540,P31260
NONHSAT122540,Q00839
NONHSAT122540,P49913
NONHSAT122540,Q15465
NONHSAT122540,P48431
NONHSAT122540,O43184
NONHSAT122540,Q7RTS3
NONHSAT122540,P78509
NONHSAT122589,O15042
NONHSAT122589,O60306
NONHSAT122589,O60341
NONHSAT122589,O95707
NONHSAT122589,P01189
NONHSAT122589,P01344
NONHSAT122589,P04150
NONHSAT122589,P04637
NONHSAT122589,P05455
NONHSAT122589,P07910
NONHSAT122589,P09132
NONHSAT122589,P14210
NONHSAT122589,P14859
NONHSAT122589,P23246
NONHSAT122589,P35453
NONHSAT122589,P55899
NONHSAT122589,P61011
NONHSAT122589,P62140
NONHSAT122589,P78345
NONHSAT122589,P84243
NONHSAT122589,Q01844
NONHSAT122589,Q13285
NONHSAT122589,Q13952
NONHSAT122589,Q15233
NONHSAT122589,Q15287
NONHSAT122589,Q15910
NONHSAT122589,Q4G0J3
NONHSAT122589,Q8IUX4
NONHSAT122589,Q8IYB3
NONHSAT122589,Q8WXF1
NONHSAT122589,Q92994
NONHSAT122589,Q96BK5
NONHSAT122589,Q96PU8
NONHSAT122589,Q99575
NONHSAT122589,Q9H633
NONHSAT122589,Q9HCE1
NONHSAT122589,Q9HCJ0
NONHSAT122589,Q9UKL0
NONHSAT122589,Q9UPQ9
NONHSAT122589,P56178
NONHSAT122589,P08151
NONHSAT122589,Q9H9S0
NONHSAT122589,Q99988
NONHSAT122589,P25490
NONHSAT122589,P49711
NONHSAT122589,P31260
NONHSAT122589,Q00839
NONHSAT122589,P49913
NONHSAT122589,Q15465
NONHSAT122589,P48431
NONHSAT122589,O43184
NONHSAT122589,Q7RTS3
NONHSAT122589,P78509
NONHSAT122593,O15042
NONHSAT122593,O60306
NONHSAT122593,O60341
NONHSAT122593,O95707
NONHSAT122593,P01189
NONHSAT122593,P01344
NONHSAT122593,P04150
NONHSAT122593,P04637
NONHSAT122593,P05455
NONHSAT122593,P07910
NONHSAT122593,P09132
NONHSAT122593,P14210
NONHSAT122593,P14859
NONHSAT122593,P23246
NONHSAT122593,P35453
NONHSAT122593,P55899
NONHSAT122593,P61011
NONHSAT122593,P62140
NONHSAT122593,P78345
NONHSAT122593,P84243
NONHSAT122593,Q01844
NONHSAT122593,Q13285
NONHSAT122593,Q13952
NONHSAT122593,Q15233
NONHSAT122593,Q15287
NONHSAT122593,Q15910
NONHSAT122593,Q4G0J3
NONHSAT122593,Q8IUX4
NONHSAT122593,Q8IYB3
NONHSAT122593,Q8WXF1
NONHSAT122593,Q92994
NONHSAT122593,Q96BK5
NONHSAT122593,Q96PU8
NONHSAT122593,Q99575
NONHSAT122593,Q9H633
NONHSAT122593,Q9HCE1
NONHSAT122593,Q9HCJ0
NONHSAT122593,Q9UKL0
NONHSAT122593,Q9UPQ9
NONHSAT122593,P56178
NONHSAT122593,P08151
NONHSAT122593,Q9H9S0
NONHSAT122593,Q99988
NONHSAT122593,P25490
NONHSAT122593,P49711
NONHSAT122593,P31260
NONHSAT122593,Q00839
NONHSAT122593,P49913
NONHSAT122593,Q15465
NONHSAT122593,P48431
NONHSAT122593,O43184
NONHSAT122593,Q7RTS3
NONHSAT122593,P78509
NONHSAT122625,O15042
NONHSAT122625,O60306
NONHSAT122625,O60341
NONHSAT122625,O95707
NONHSAT122625,P01189
NONHSAT122625,P01344
NONHSAT122625,P04150
NONHSAT122625,P04637
NONHSAT122625,P05455
NONHSAT122625,P07910
NONHSAT122625,P09132
NONHSAT122625,P14210
NONHSAT122625,P14859
NONHSAT122625,P23246
NONHSAT122625,P35453
NONHSAT122625,P55899
NONHSAT122625,P61011
NONHSAT122625,P62140
NONHSAT122625,P78345
NONHSAT122625,P84243
NONHSAT122625,Q01844
NONHSAT122625,Q13285
NONHSAT122625,Q13952
NONHSAT122625,Q15233
NONHSAT122625,Q15287
NONHSAT122625,Q15910
NONHSAT122625,Q4G0J3
NONHSAT122625,Q8IUX4
NONHSAT122625,Q8IYB3
NONHSAT122625,Q8WXF1
NONHSAT122625,Q92994
NONHSAT122625,Q96BK5
NONHSAT122625,Q96PU8
NONHSAT122625,Q99575
NONHSAT122625,Q9H633
NONHSAT122625,Q9HCE1
NONHSAT122625,Q9HCJ0
NONHSAT122625,Q9UKL0
NONHSAT122625,Q9UPQ9
NONHSAT122625,P56178
NONHSAT122625,P08151
NONHSAT122625,Q9H9S0
NONHSAT122625,Q99988
NONHSAT122625,P25490
NONHSAT122625,P49711
NONHSAT122625,P31260
NONHSAT122625,Q00839
NONHSAT122625,P49913
NONHSAT122625,Q15465
NONHSAT122625,P48431
NONHSAT122625,O43184
NONHSAT122625,Q7RTS3
NONHSAT122625,P78509
NONHSAT122633,O15042
NONHSAT122633,O60306
NONHSAT122633,O60341
NONHSAT122633,O95707
NONHSAT122633,P01189
NONHSAT122633,P01344
NONHSAT122633,P04150
NONHSAT122633,P04637
NONHSAT122633,P05455
NONHSAT122633,P07910
NONHSAT122633,P09132
NONHSAT122633,P14210
NONHSAT122633,P14859
NONHSAT122633,P23246
NONHSAT122633,P35453
NONHSAT122633,P55899
NONHSAT122633,P61011
NONHSAT122633,P62140
NONHSAT122633,P78345
NONHSAT122633,P84243
NONHSAT122633,Q01844
NONHSAT122633,Q13285
NONHSAT122633,Q13952
NONHSAT122633,Q15233
NONHSAT122633,Q15287
NONHSAT122633,Q15910
NONHSAT122633,Q4G0J3
NONHSAT122633,Q8IUX4
NONHSAT122633,Q8IYB3
NONHSAT122633,Q8WXF1
NONHSAT122633,Q92994
NONHSAT122633,Q96BK5
NONHSAT122633,Q96PU8
NONHSAT122633,Q99575
NONHSAT122633,Q9H633
NONHSAT122633,Q9HCE1
NONHSAT122633,Q9HCJ0
NONHSAT122633,Q9UKL0
NONHSAT122633,Q9UPQ9
NONHSAT122633,P56178
NONHSAT122633,P08151
NONHSAT122633,Q9H9S0
NONHSAT122633,Q99988
NONHSAT122633,P25490
NONHSAT122633,P49711
NONHSAT122633,P31260
NONHSAT122633,Q00839
NONHSAT122633,P49913
NONHSAT122633,Q15465
NONHSAT122633,P48431
NONHSAT122633,O43184
NONHSAT122633,Q7RTS3
NONHSAT122633,P78509
NONHSAT122723,O15042
NONHSAT122723,O60306
NONHSAT122723,O60341
NONHSAT122723,O95707
NONHSAT122723,P01189
NONHSAT122723,P01344
NONHSAT122723,P04150
NONHSAT122723,P04637
NONHSAT122723,P05455
NONHSAT122723,P07910
NONHSAT122723,P09132
NONHSAT122723,P14210
NONHSAT122723,P14859
NONHSAT122723,P23246
NONHSAT122723,P35453
NONHSAT122723,P55899
NONHSAT122723,P61011
NONHSAT122723,P62140
NONHSAT122723,P78345
NONHSAT122723,P84243
NONHSAT122723,Q01844
NONHSAT122723,Q13285
NONHSAT122723,Q13952
NONHSAT122723,Q15233
NONHSAT122723,Q15287
NONHSAT122723,Q15910
NONHSAT122723,Q4G0J3
NONHSAT122723,Q8IUX4
NONHSAT122723,Q8IYB3
NONHSAT122723,Q8WXF1
NONHSAT122723,Q92994
NONHSAT122723,Q96BK5
NONHSAT122723,Q96PU8
NONHSAT122723,Q99575
NONHSAT122723,Q9H633
NONHSAT122723,Q9HCE1
NONHSAT122723,Q9HCJ0
NONHSAT122723,Q9UKL0
NONHSAT122723,Q9UPQ9
NONHSAT122723,P56178
NONHSAT122723,P08151
NONHSAT122723,Q9H9S0
NONHSAT122723,Q99988
NONHSAT122723,P25490
NONHSAT122723,P49711
NONHSAT122723,P31260
NONHSAT122723,Q00839
NONHSAT122723,P49913
NONHSAT122723,Q15465
NONHSAT122723,P48431
NONHSAT122723,O43184
NONHSAT122723,Q7RTS3
NONHSAT122723,P78509
NONHSAT122815,O15042
NONHSAT122815,O60306
NONHSAT122815,O60341
NONHSAT122815,O95707
NONHSAT122815,P01189
NONHSAT122815,P01344
NONHSAT122815,P04150
NONHSAT122815,P04637
NONHSAT122815,P05455
NONHSAT122815,P07910
NONHSAT122815,P09132
NONHSAT122815,P14210
NONHSAT122815,P14859
NONHSAT122815,P23246
NONHSAT122815,P35453
NONHSAT122815,P55899
NONHSAT122815,P61011
NONHSAT122815,P62140
NONHSAT122815,P78345
NONHSAT122815,P84243
NONHSAT122815,Q01844
NONHSAT122815,Q13285
NONHSAT122815,Q13952
NONHSAT122815,Q15233
NONHSAT122815,Q15287
NONHSAT122815,Q15910
NONHSAT122815,Q4G0J3
NONHSAT122815,Q8IUX4
NONHSAT122815,Q8IYB3
NONHSAT122815,Q8WXF1
NONHSAT122815,Q92994
NONHSAT122815,Q96BK5
NONHSAT122815,Q96PU8
NONHSAT122815,Q99575
NONHSAT122815,Q9H633
NONHSAT122815,Q9HCE1
NONHSAT122815,Q9HCJ0
NONHSAT122815,Q9UKL0
NONHSAT122815,Q9UPQ9
NONHSAT122815,P56178
NONHSAT122815,P08151
NONHSAT122815,Q9H9S0
NONHSAT122815,Q99988
NONHSAT122815,P25490
NONHSAT122815,P49711
NONHSAT122815,P31260
NONHSAT122815,Q00839
NONHSAT122815,P49913
NONHSAT122815,Q15465
NONHSAT122815,P48431
NONHSAT122815,O43184
NONHSAT122815,Q7RTS3
NONHSAT122815,P78509
NONHSAT122865,O15042
NONHSAT122865,O60306
NONHSAT122865,O60341
NONHSAT122865,O95707
NONHSAT122865,P01189
NONHSAT122865,P01344
NONHSAT122865,P04150
NONHSAT122865,P04637
NONHSAT122865,P05455
NONHSAT122865,P07910
NONHSAT122865,P09132
NONHSAT122865,P14210
NONHSAT122865,P14859
NONHSAT122865,P23246
NONHSAT122865,P35453
NONHSAT122865,P55899
NONHSAT122865,P61011
NONHSAT122865,P62140
NONHSAT122865,P78345
NONHSAT122865,P84243
NONHSAT122865,Q01844
NONHSAT122865,Q13285
NONHSAT122865,Q13952
NONHSAT122865,Q15233
NONHSAT122865,Q15287
NONHSAT122865,Q15910
NONHSAT122865,Q4G0J3
NONHSAT122865,Q8IUX4
